"DISE id","School Name","Management","Medium of Instruction","Category","Sex","Cluster","Block","District","School Type","Assembly","Parliament","Pincode","Address","Landmark","Bus Number","Coordinates","BEO Name","BEO Contact","BEO Mobile","BEO Email","DDPI Name","DDPI Juristiction","DDPI Contact 1","DDPI Contact 2","DDPI Mobile","DDPI Email"
"33208","GKHPS DODDA BOMMASANDRA","ed","kannada","Model Primary","co-ed","kodigehalli","north-4","bangalore u north","primary","Byatarayanapura","Bangalore North","560013","Vidyaranyapura post, Vidyaranyapura Main Road, Dodda Mommasandra","Near Dodda Mommasandra Bus Stop","276, 401V, K, M","POINT(77.55873 13.05984)","A.R.Srinivas","080-28567449","9480695023","beo4-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"33203","GKHPS TINDLU","ed","kannada","Upper Primary","co-ed","kodigehalli","north-4","bangalore u north","primary","Byatarayanapura","Bangalore North","560014","Vidyaranyapura Post, Tindlu","Near Tindlu Bus Stop","288, 314 F","POINT(77.56648 13.07462)","A.R.Srinivas","080-28567449","9480695023","beo4-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"32180","GUHPS AL-HILAL NAGAR","ed","kannada","Upper Primary","co-ed","nagavara","north-4","bangalore u north","primary","Sarvagnanagar","Bangalore Central","560084","Masjid-E-Al_Hilal Building, 10th Cross, 3rd Block, H.B.R. Layout, Bangalore, Al-Hilal Nagar","Leftside Al-Hilal Masjid","290, 291","POINT(77.6253 13.0278)","A.R.Srinivas","080-28567449","9480695023","beo4-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"32036","GKHPS BANDIKODIGEHALLI","ed","kannada","Upper Primary","co-ed","bagalur","north-4","bangalore u north","primary","Byatarayanapura","Bangalore North","562157","B.K.Halli Post, Chikajala Hobli, Bangalore North, Bandikodigehalli","Opp Big Water Tank","293F","POINT(77.68989 13.17015)","A.R.Srinivas","080-28567449","9480695023","beo4-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"32573","GKHPS MARASANDRA","ed","kannada","Upper Primary","co-ed","kakolu","north-4","bangalore u north","primary","Doddaballapur","Chikkballapur","561203","Doddaballapur Main Road, Hesaraghatta Hobli, Marasandra","Opposite Marasandra Bus Stop Road","285M","POINT(77.54889 13.22269)","A.R.Srinivas","080-28567449","9480695023","beo4-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"32037","GKLPS CHOKKANAHALLI","ed","kannada","Lower Primary","co-ed","bagalur","north-4","bangalore u north","primary","Byatarayanapura","Bangalore North","562157","Bagaluru Post, Chikkajala Hobli, Bangalore North - 4, Chokkana Halli","Near Muneshwara Temple","289J","POINT(77.69145 13.11134)","A.R.Srinivas","080-28567449","9480695023","beo4-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"33196","GKLPS M. HOSAHALLI","ed","kannada","Lower Primary","co-ed","maralukunte","north-4","bangalore u north","primary","Devanahalli","Chikkballapur","562129","Bagalur To Budigere Main Road, Budigere Post, Chikkajala Hobli, Bangalore North","Near M.Hosahalli Bus Stop","289","POINT(77.71583 13.13506)","A.R.Srinivas","080-28567449","9480695023","beo4-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"32835","GKMPS BAGALAGUNTE","ed","kannada","Model Primary","co-ed","t dasarahalli","north-4","bangalore u north","primary","Dasarahalli","Bangalore North","560015","Nagasandra Post, Bagalukunte","Opposite B.B.M.P Office","250 C","POINT(77.50208 13.05705)","A.R.Srinivas","080-28567449","9480695023","beo4-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"33194","GKLPS DASANAYAKANAHALLI","ed","kannada","Lower Primary","co-ed","maralukunte","north-4","bangalore u north","primary","Byatarayanapura","Bangalore North","562157","Bagaluru Post, Chikkajala Hobli, Bangalore North -4, Dasanayakana Halli","Near Dasanayakana Halli Bus Stop And Anjaneya Temple","293H","POINT(77.69119 13.11831)","A.R.Srinivas","080-28567449","9480695023","beo4-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"33249","GKLPS HOSAHALLI PALYA","ed","kannada","Lower Primary","co-ed","mathahalli","north-4","bangalore u north","primary","Yelahanka","Chikkballapur","560088","Mathahalli Post, Dasanapura Hobli, N-4, Hosahallipalya","Near Ashwath Katte","253 P","POINT(77.46272 13.13086)","A.R.Srinivas","080-28567449","9480695023","beo4-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"32892","GULPS CHIKKA BETTAHALLI","ed","urdu","Lower Primary","co-ed","yelehanka new town","north-4","bangalore u north","primary","Yelahanka","Chikkballapur","560064","Yelahanka Main Road, Vidyaranyapura Post, Chikka Bettana Halli","","401 K, 401 V, 401 A, 401 B","POINT(77.55517 13.08968)","A.R.Srinivas","080-28567449","9480695023","beo4-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"32943","GKHPS NAGENAHALLI","ed","kannada","Upper Primary","co-ed","yelehanka old town","north-4","bangalore u north","primary","Yelahanka","Chikkballapur","560064","Singanayakanahalli Post, Yelahanka Hobli, Nagenahalli","Nagenahalli Gate Bus Stop Opposite Road","285A","POINT(77.57527 13.13127)","A.R.Srinivas","080-28567449","9480695023","beo4-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"32938","GKLPS HOROHALLI","ed","kannada","Lower Primary","co-ed","yelehanka old town","north-4","bangalore u north","primary","Yelahanka","Chikkballapur","560064","Singanayakanahalli Post, Yelahanka Hobli, Horohalli","Horohalli Bus Stop Left Side","285A","POINT(77.57962 13.13061)","A.R.Srinivas","080-28567449","9480695023","beo4-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"32931","GKHPS DIBBURU","ed","kannada","Upper Primary","co-ed","yelehanka old town","north-4","bangalore u north","primary","Yelahanka","Chikkballapur","560089","Kakolu Post, Hesaraghatta Hobli, Dibburu","Near Milk Dairy","285X","POINT(77.52928 13.16695)","A.R.Srinivas","080-28567449","9480695023","beo4-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"32883","GKHPS YELAHANKA UPPANAGARA","ed","kannada","Upper Primary","co-ed","yelehanka new town","north-4","bangalore u north","primary","Yelahanka","Chikkballapur","560064","6th B Main, 3rd Stage, Yelahanka New Town Post, Bangalore North, Yelahanka Upanagara","Near Yelahanka Upanagara Bus Stop","401","POINT(77.59326 13.09694)","A.R.Srinivas","080-28567449","9480695023","beo4-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"33227","GKLPS ABBIGERE COLONY","ed","kannada","Lower Primary","co-ed","abbigere","north-4","bangalore u north","primary","Yelahanka","Chikkballapur","560090","Abbigere Main Road, Chikka Banavara Post, Abbigere Colony","Opposite Government Hospital","","POINT(77.52801 13.07095)","A.R.Srinivas","080-28567449","9480695023","beo4-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"32772","GKLPS ADDE VISHWANATHAPURA","ed","kannada","Lower Primary","co-ed","rajanakunte","north-4","bangalore u north","primary","Yelahanka","Chikkballapur","560064","Arakere Post, Hesaraghatta Hobli, North 4, Adde Vishwanathapura","Oppsoite Adde Vishwanathapura Bus Stop","285F","POINT(77.55096 13.18684)","A.R.Srinivas","080-28567449","9480695023","beo4-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"32585","GKLPS KARLAPURAPALYA","ed","kannada","Lower Primary","co-ed","kakolu","north-4","bangalore u north","primary","Yelahanka","Chikkballapur","560089","Byatha Post, Hesaraghatta Hobli, Karlapura Palya","Opposite Aswath Katte","251M","POINT(77.49588 13.21318)","A.R.Srinivas","080-28567449","9480695023","beo4-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"32941","GTHPS KAMAKSHAMMA LAYOUT","ed","telugu","Upper Primary","co-ed","yelehanka old town","north-4","bangalore u north","primary","Yelahanka","Chikkballapur","560064","Yelahanka Post, Kamakshamma Layout","Near Railway Station","284,401,291D","POINT(77.59262 13.10628)","A.R.Srinivas","080-28567449","9480695023","beo4-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"32940","GKMPS BANGALE","ed","kannada","Model Primary","co-ed","yelehanka old town","north-4","bangalore u north","primary","Yelahanka","Chikkballapur","560064","Yelahanka Hosa Beedhi, Yelahanka Post, Yelahanka","Near Down Bazar Road","401","POINT(77.59772 13.10252)","A.R.Srinivas","080-28567449","9480695023","beo4-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"32832","GKLPS SIDADHAHALLI","ed","kannada","Lower Primary","co-ed","t dasarahalli","north-4","bangalore u north","primary","Dasarahalli","Bangalore North","560057","","bus stop near and one big tree","","POINT(77.5125789642333 13.048793705504)","A.R.Srinivas","080-28567449","9480695023","beo4-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"33198","GKLPS MARASANDRA","ed","kannada","Lower Primary","co-ed","maralukunte","north-4","bangalore u north","primary","Byatarayanapura","Bangalore North","562157","Marasandra, Marasandra","Near Marasandra Bus Sstop","289L, 293J","POINT(77.71363 13.09963)","A.R.Srinivas","080-28567449","9480695023","beo4-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"33213","GKLPS DWARAKANAGAR","ed","kannada","Lower Primary","co-ed","agrahara layout","north-4","bangalore u north","primary","Byatarayanapura","Bangalore North","560077","Bagaluru Cross, Bagaluru Main Road, Yelahanka Post, Bangalore, Dwarakanagar","Beside Veerabramendra Temple","289, 289 A, 289 B","POINT(77.61658 13.12079)","A.R.Srinivas","080-28567449","9480695023","beo4-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"32485","GKHPS SONNAPANAHALLI","ed","kannada","Lower Primary","co-ed","hunasamaranahalli","north-4","bangalore u north","primary","Byatarayanapura","Bangalore North","562157","Bettahalasuru Main Road, Bettahalasuru Post, Jala Hobli, Bangalore, Sonnapanahalli","Near Sonnapanahalli Bus Stop","283, 283 E, 407 L","POINT(77.61854 13.15576)","A.R.Srinivas","080-28567449","9480695023","beo4-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"33223","GUHPS KOGILU LAYOUT","ed","urdu","Lower Primary","co-ed","agrahara layout","north-4","bangalore u north","primary","Byatarayanapura","Bangalore North","560077","Bande Road, Yelahanka Post, Kogilu Layout","Near Brick Factory","290E","POINT(77.62931 13.10283)","A.R.Srinivas","080-28567449","9480695023","beo4-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"33265","GKHPS NAVARATHNA AGRAHARA","ed","kannada","Lower Primary","co-ed","chikkajala","north-4","bangalore u north","primary","Devanahalli","Chikkballapur","562110","Sadahalli Post, Jala Hobli, Bangalore, Navarathna Agrahara","Near Navarathna Agrahara Bus Stop","297 F","POINT(77.63778 13.19865)","A.R.Srinivas","080-28567449","9480695023","beo4-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"33269","GKHPS MUTHAGADAHALLI","ed","kannada","Lower Primary","co-ed","chikkajala","north-4","bangalore u north","primary","Byatarayanapura","Bangalore North","562157",", bangalore","","","POINT(77.6745176666667 13.1822206666667)","A.R.Srinivas","080-28567449","9480695023","beo4-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"32572","GKHPS KAMAKSHIPURA","ed","kannada","Lower Primary","co-ed","kakolu","north-4","bangalore u north","primary","Yelahanka","Chikkballapur","560089","Byatha Post, Hesaraghatta Hobli, Kamakshipura","Opposite Kamakshipura Bus Stop","285L, 406, 409","POINT(77.48918 13.19816)","A.R.Srinivas","080-28567449","9480695023","beo4-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"32777","GKLPS SADENAHALLI","ed","kannada","Lower Primary","co-ed","rajanakunte","north-4","bangalore u north","primary","Yelahanka","Chikkballapur","560064","Aradeshana Halli Post, Hesaraghatta Hobli, North 4, Sadenahalli","Opposite Sadenahalli Bus Stop","285K, 285Z","POINT(77.57285 13.19481)","A.R.Srinivas","080-28567449","9480695023","beo4-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"36935","SRI NEELAKANTESHWARA K T T HPS","ed","","Upper Primary","co-ed","yelehanka old town","north-4","bangalore u north","primary","","","","YELEHANKA","","","","A.R.Srinivas","080-28567449","9480695023","beo4-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"37000","ST JEMS HPS MARIYANNA PALYA","p-a","","Upper Primary","co-ed","byatarayanapura","north-4","bangalore u north","primary","","","","BYATARAYANA PURA BENGALURU, BYATARAYANA PURA","","","","A.R.Srinivas","080-28567449","9480695023","beo4-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"32178","GKHPS JAKKUR","ed","kannada","Model Primary","co-ed","byatarayanapura","north-4","bangalore u north","primary","Byatarayanapura","Bangalore North","560092","","","","POINT(77.60692 13.07666)","A.R.Srinivas","080-28567449","9480695023","beo4-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"32173","GKLPS AMRUTH NAGAR","ed","kannada","Lower Primary","co-ed","byatarayanapura","north-4","bangalore u north","primary","Byatarayanapura","Bangalore North","560092","","","","POINT(77.59861 13.05834)","A.R.Srinivas","080-28567449","9480695023","beo4-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"32043","GKLPS BAGLURU COLONY","ed","kannada","Lower Primary","co-ed","bagalur","north-4","bangalore u north","primary","Byatarayanapura","Bangalore North","562149","","","","POINT(77.67202 13.14458)","A.R.Srinivas","080-28567449","9480695023","beo4-n.edu.karbng@kar.nic.in","Abdul Wajid Khaji","DDPI, Bangalore North","P : 080-22215312","9448999326","ddpi-n.edu.karbng@nic.in",""
"32876","GKLPS RAJIVGANDHINAGAR","ed","kannada","Lower Primary","co-ed","vajara halli","south-1","bangalore u south","primary","Yeshvanthapura","Bangalore North","560060","Agara Grama Panchayath, Kanakapura Main Road, Kengeri Hobli, Rajivgandhi Nagar","Near Rajivgandhi Nagar Bus Stop","212, 213","POINT(77.51839 12.83256)","N Venkatesh","080-26608530","9480695025","beo1-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32873","GKLPS LAKSHMIPURA (VAJARA HALLI)","ed","kannada","Lower Primary","co-ed","vajara halli","south-1","bangalore u south","primary","Yeshvanthapura","Bangalore North","560060","Agara Grama Panchayath, Kanakapura Main Road, Lakshmipura","Lakshmi Temple","211, 213","POINT(77.51286 12.83414)","N Venkatesh","080-26608530","9480695025","beo1-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"33044","GKLPS GOLLAHALLI (GANAPATHIHALLI)","ed","kannada","Lower Primary","co-ed","huluvenahalli","south-1","bangalore u south","primary","Yeshvanthapura","Bangalore North","560074","chikkanahalli p tavarekere h, bangalore","chandrappa circle","","POINT(77.4608445167542 12.8974264348)","N Venkatesh","080-26608530","9480695025","beo1-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32105","GKHPS CHUNCHANAGUPPE","ed","kannada","Upper Primary","co-ed","ganapathi halli","south-1","bangalore u south","primary","Yeshvanthapura","Bangalore North","562130","Chunchanguppe Post, Thavarekere Hobli, Chunchanguppe","Behind B.S.N.L Office & Grama Panchayath Office","227 A, 227 B, 227 C, 228 D","POINT(77.38615 12.90999)","N Venkatesh","080-26608530","9480695025","beo1-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32733","GKHPS UTTIRI","ed","kannada","Upper Primary","co-ed","kaggalipura","south-1","bangalore u south","primary","Yeshvanthapura","Bangalore North","560082","Uttari, Kagglipura Post, Uttarahalli Hobli, Bangalore South, Uttari","Near Uttari Bus Stop","216","POINT(77.49436 12.81799)","N Venkatesh","080-26608530","9480695025","beo1-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32108","GKHPS GANAPATHI HALLI","ed","kannada","Upper Primary","co-ed","ganapathi halli","south-1","bangalore u south","primary","Yeshvanthapura","Bangalore North","562130","Chunchanaguppe Post, Tavarekere Hobli, Ganapathihalli","Cream Colour Ganapathihalli Water Tank","227 A, 227 Z","POINT(77.39591 12.91271)","N Venkatesh","080-26608530","9480695025","beo1-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"31991","GKLPS SEEGEHALLI (ANCHEPALYA)","ed","kannada","Lower Primary","co-ed","k gollahalli","south-1","bangalore u south","primary","Magadi","Bangalore Rural","562109","K.Gollahalli Post, Kengeri Post, S-1, Seegehalli","Near Seegehalli Bus Stop","228 C","POINT(77.4527 12.81844)","N Venkatesh","080-26608530","9480695025","beo1-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32742","GKHPS KADHIRENAHALLI","ed","kannada","Upper Primary","co-ed","hosakerehalli","south-1","bangalore u south","primary","Padmanaba Nagar","Bangalore South","560028","Ranadhira Kanteerava Road, Banashankari 2nd Stage, 10th Cross, Kadhirenahalli","Near Ganapathi Temple","0","POINT(77.56 12.92)","N Venkatesh","080-26608530","9480695025","beo1-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32743","GKHPS KUMARASWAMY LAYOUT","ed","kannada","Upper Primary","co-ed","vasanthapura","south-1","bangalore u south","primary","Bangalore South","Bangalore Rural","560061","11th Main Road, Chandra Nagar, Banashankari 2nd Stage, Kumara Swamy Layout","Near Pipeline Road","15, 15E, 15G","POINT(77.56315 12.9005)","N Venkatesh","080-26608530","9480695025","beo1-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32119","GKLPS PURADAPALYA","ed","kannada","Lower Primary","co-ed","ganapathi halli","south-1","bangalore u south","primary","Yeshvanthapura","Bangalore North","562130","Tavarekere Post, Tavarekere Hobli, Bangalore, Puradapalya","Near Chamundeshwari Temple","242 K, 242 H","POINT(77.37804 12.94725)","N Venkatesh","080-26608530","9480695025","beo1-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32238","GKLPS GANAKALLU (TAVAREKERE)","ed","kannada","Lower Primary","co-ed","cholanayakanahalli","south-1","bangalore u south","primary","Yeshvanthapura","Bangalore North","562130","Tavarekere Post, Tavarekere Hobli, Bangalore, Ganakallu","Infront Ganakallu Bus Stop","242 JA","POINT(77.38233 12.95752)","N Venkatesh","080-26608530","9480695025","beo1-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32249","GULPS TAVAREKERE (TAVAREKERE)","ed","urdu","Lower Primary","co-ed","taverekere","south-1","bangalore u south","primary","Yeshvanthapura","Bangalore North","562130","Magadi Main Road, Tavarekere Post, Tavarekere Hobli, Bangalore, Tavarekere","Beside Masjid & Near Tavarekere Bus Stop","242 A, 242 B, 242 Z","POINT(77.39847 12.96508)","N Venkatesh","080-26608530","9480695025","beo1-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"33056","GKLPS GIDADAPALYA","ed","kannada","Lower Primary","co-ed","sunkadakatte jantha colony","south-1","bangalore u south","primary","Yeshvanthapura","Bangalore North","560060","Magadi Main Road, Tavarekere Post, Tavarekere Hobli, Bangalore, Gidadapalya","Near Bahadur Company Godown (Pataki)","242 FA","POINT(77.43457 12.9584)","N Venkatesh","080-26608530","9480695025","beo1-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32244","GKLPS METIPALYA","ed","kannada","Lower Primary","co-ed","taverekere","south-1","bangalore u south","primary","Yeshvanthapura","Bangalore North","562130","Tavarekere To Nelamangala Main Road, Tavarekere Post, Tavarekere Hobli, Bangalore, Mettipalya","Near Mettipalya Bus Stop","242 A, 242 B, 242 Z","POINT(77.40332 12.99284)","N Venkatesh","080-26608530","9480695025","beo1-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32247","GKLPS VARTHURU (TAVAREKERE)","ed","kannada","Lower Primary","co-ed","taverekere","south-1","bangalore u south","primary","Yeshvanthapura","Bangalore North","562130","Tavarekere To Nelamangala Main Road, Tavarekere Post, Tavarekere Hobli, Bangalore, Varthuru","Opposite Maramma Devi Temple","242 T, 242 L, 242 TC, 374","POINT(77.4023 12.98557)","N Venkatesh","080-26608530","9480695025","beo1-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32243","GKLPS MARENAHALLI (TAVAREKERE)","ed","kannada","Lower Primary","co-ed","cholanayakanahalli","south-1","bangalore u south","primary","Yeshvanthapura","Bangalore North","562130","Magadi Main Road, Tippagondana Halli Post, Thavarekere Hobli, Bangalore, Marenahalli","Beside Ashwath Katte","242Z, 242PA, 242E","POINT(77.36009 12.97222)","N Venkatesh","080-26608530","9480695025","beo1-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32231","GKHPS CHOLANAYAKANAHALLI (TAVAREKERE)","ed","kannada","Upper Primary","co-ed","taverekere","south-1","bangalore u south","primary","Yeshvanthapura","Bangalore North","562130","Magadi Main Road, Tippagondana Halli Post, Thavarekere Hobli, Bangalore, Cholanayakana Halli","Opposite Cholanayakana Halli Grama Panchayath Office","242E, 242PA, 242Z","POINT(77.35974 12.96057)","N Venkatesh","080-26608530","9480695025","beo1-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32236","GKLPS BYCHAGUPPE","ed","kannada","Lower Primary","co-ed","taverekere","south-1","bangalore u south","primary","Yeshvanthapura","Bangalore North","562130","Magadi Main Road, Guruvabhovi Palya, Janatha Colony, Thavarekere Post, Thavarekere Hobli, Bangalore, Bychaguppe","Infront Mariyamma Temple","242U","POINT(77.3887 12.974)","N Venkatesh","080-26608530","9480695025","beo1-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32239","GKLPS GANGAPPANAHALLI","ed","kannada","Lower Primary","co-ed","cholanayakanahalli","south-1","bangalore u south","primary","Yeshvanthapura","Bangalore North","562130","Thippagondanahalli Post, Tavarekere Hobli, Bangalore, Gangappanahalli","Near Gangappanahalli Bus Stop","242 C, 242 Z","POINT(77.3527 12.95715)","N Venkatesh","080-26608530","9480695025","beo1-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
"32233","GKHPS GANGENAHALLI","ed","kannada","Upper Primary","co-ed","taverekere","south-1","bangalore u south","primary","Yeshvanthapura","Bangalore North","562130","Tavarekere Post, Tavarekere Hobli, Bangalore, Gangenahalli","Near Anjaneya Swamy Temple","242 Q","POINT(77.39154 12.98316)","N Venkatesh","080-26608530","9480695025","beo1-s.edu.karbng@kar.nic.in","Ashwatha Narayana Gowda","DDPI, Bangalore South","P : 080-26701189","F : 080-26705692","M : 9448999327","ddpi-s.edu.karbng@nic.in"
